date_time,product_id,amount,price
2021-01-11,17,20,50.4
2021-01-11,53,10,13.51
2021-01-12,81,13,46.42
2021-01-12,41,10,102.49
2021-01-12,13,44,72.27
2021-01-12,18,47,84.08
2021-01-12,35,7,3.79
2021-01-12,9,2,9.99
2021-01-12,38,49,20.92
2021-01-13,31,44,11.51
2021-01-13,57,40,88.63
2021-01-13,57,7,55.89
2021-01-13,45,13,86.32
2021-01-13,10,45,55.56
2021-01-13,55,42,103.4
2021-01-13,90,31,27.18
2021-01-13,67,44,123.66
2021-01-13,62,39,49.19
2021-01-13,58,34,102.83
2021-01-14,30,37,127.73
2021-01-14,4,4,83.35
2021-01-14,5,49,134.39
2021-01-14,54,37,81.76
2021-01-14,66,41,89.7
2021-01-14,67,28,68.15
2021-01-14,11,46,78.47
2021-01-14,83,17,54.56
2021-01-14,97,30,15.56
2021-01-15,49,28,132.27
2021-01-15,20,48,100.85
2021-01-15,5,16,20.38
2021-01-15,41,18,9.78
2021-01-15,52,44,124.56
2021-01-15,11,16,18.56
2021-01-15,6,28,144.45
2021-01-15,47,49,16.77
2021-01-15,67,45,89.91
2021-01-16,61,23,47.03
2021-01-16,41,29,29.94
2021-01-16,36,5,18.94
2021-01-16,90,42,33.13
2021-01-16,98,48,41.53
2021-01-16,15,45,1.98
2021-01-17,21,36,134.68
2021-01-17,44,41,42.73
2021-01-17,54,10,71.54
2021-01-17,10,49,125.24
2021-01-17,26,10,73.99
2021-01-17,7,35,13.06
2021-01-17,67,19,25.24
2021-01-17,39,14,119.42
2021-01-17,70,47,27.67
2021-01-17,11,38,95.57
2021-01-17,5,12,59.98
2021-01-18,31,7,139.57
2021-01-18,72,26,121.91
2021-01-18,20,43,37.4
2021-01-18,9,38,72.61
2021-01-18,55,41,38.97
2021-01-18,9,8,116.97
2021-01-18,99,45,7.4
2021-01-18,79,13,66.37
2021-01-18,82,6,138.31
2021-01-18,38,41,42.71
2021-01-19,35,39,104.22
2021-01-19,47,6,73.33
2021-01-19,70,43,67.74
2021-01-19,42,33,47.04
2021-01-19,39,41,92.34
2021-01-19,57,43,101.36
2021-01-19,41,41,137.3
2021-01-19,35,16,123.95
2021-01-20,38,48,26.55
2021-01-20,3,5,85.6
2021-01-20,68,24,4.93
2021-01-20,31,44,43.8
2021-01-21,83,40,116.25
2021-01-21,27,39,5.97
2021-01-21,13,27,6.05
2021-01-21,60,50,15.66
2021-01-21,59,24,93.01
2021-01-21,46,33,46.22
2021-01-22,8,49,95.92
2021-01-22,24,32,109.07
2021-01-22,42,19,46.51
2021-01-22,29,11,79.91
2021-01-23,1,33,13.88
2021-01-23,14,22,33.11
2021-01-23,96,4,73.6
2021-01-23,12,29,47.34
2021-01-23,64,40,11.35
2021-01-23,1,35,132.88
2021-01-23,84,47,15.23
2021-01-24,99,30,65.64
2021-01-24,81,37,3.43
2021-01-24,93,19,15.82
2021-01-24,44,8,126.88
2021-01-24,77,23,82.34
2021-01-24,95,26,96.01
2021-01-24,37,13,146.75
2021-01-25,5,18,85.78
2021-01-25,80,8,31.75
2021-01-26,15,39,108.3
2021-01-26,78,36,84.02
2021-01-26,93,38,64.03
2021-01-26,17,32,93.65
2021-01-26,26,48,55.59
2021-01-26,3,4,119.9
2021-01-26,68,17,52.75
2021-01-26,12,45,51.67
2021-01-27,73,2,124.05
2021-01-27,13,12,122.77
2021-01-27,45,44,92.5
2021-01-27,45,5,22.18
2021-01-28,83,42,115.91
2021-01-28,80,21,93.05
2021-01-28,71,28,62.45
2021-01-28,50,13,17.19
2021-01-28,98,28,31.03
2021-01-28,28,18,126.85
2021-01-28,97,48,144.44
2021-01-28,91,35,105.74
2021-01-28,2,27,28.3
2021-01-29,33,36,80.09
2021-01-29,74,30,43.09
2021-01-29,54,7,95.73
2021-01-29,96,41,60.2
2021-01-29,88,12,54.14
2021-01-29,42,9,86.53
2021-01-29,98,28,80.55
2021-01-29,17,33,120.16
2021-01-30,21,17,54.5
2021-01-30,96,19,64.79
2021-01-30,76,8,60.89
2021-01-30,61,24,87.38
2021-01-30,50,38,62.56
2021-01-30,17,6,48.37
2021-01-30,90,24,123.63
2021-01-30,55,30,19.35
2021-01-30,3,10,26.26
2021-01-30,48,24,72.07
2021-01-31,29,16,30.96
2021-01-31,15,43,55.82
2021-01-31,24,5,142.35
2021-01-31,26,20,124.54
2021-01-31,16,7,78.63
2021-02-01,90,49,91.66
2021-02-01,46,10,138.34
2021-02-01,94,5,34.05
2021-02-01,94,1,93.36
2021-02-02,29,34,129.42
2021-02-02,46,42,26.85
2021-02-02,34,23,5.2
2021-02-02,81,9,144.53
2021-02-02,89,18,60.18
2021-02-03,39,3,52.79
2021-02-03,91,33,55.3
2021-02-03,99,28,62.21
2021-02-03,28,17,107.63
2021-02-03,20,49,133.21
2021-02-03,38,45,66.81
2021-02-03,76,42,29.07
2021-02-03,60,50,23.0
2021-02-04,84,33,16.86
2021-02-04,37,13,148.3
2021-02-04,60,22,27.07
2021-02-04,82,26,79.05
2021-02-04,77,15,139.14
2021-02-04,69,36,2.04
2021-02-05,18,4,45.14
2021-02-05,54,12,17.24
2021-02-05,7,42,101.41
2021-02-05,23,7,54.52
2021-02-05,9,4,48.73
2021-02-05,7,17,101.14
2021-02-05,78,47,104.07
2021-02-05,45,6,147.0
2021-02-05,72,30,5.48
2021-02-05,80,13,109.27
2021-02-05,17,50,133.84
2021-02-06,99,10,100.1
2021-02-06,20,33,60.58
2021-02-06,100,35,138.45
2021-02-06,74,42,51.2
2021-02-06,99,42,102.16
2021-02-06,8,48,107.63
2021-02-06,25,14,89.19
2021-02-06,93,15,115.97
2021-02-07,45,33,121.77
2021-02-07,48,7,9.29
2021-02-07,89,45,71.14
2021-02-07,12,26,124.14
2021-02-07,45,39,114.29
2021-02-07,20,3,112.83
2021-02-07,50,9,139.16
2021-02-07,94,17,92.37
2021-02-08,8,25,56.45
2021-02-08,44,30,90.89
2021-02-08,70,40,112.13
2021-02-08,50,1,124.54
2021-02-08,10,42,38.54
2021-02-08,46,41,0.32
2021-02-08,28,38,128.57
2021-02-08,95,4,138.64
2021-02-08,54,12,136.84
2021-02-08,78,49,123.67
2021-02-09,6,1,75.82
2021-02-09,33,46,122.88
2021-02-09,27,35,118.72
2021-02-09,80,11,72.72
2021-02-10,94,29,114.46
2021-02-10,3,11,119.03
2021-02-10,99,8,12.36
2021-02-10,74,41,139.58
2021-02-10,60,5,35.92
2021-02-10,47,27,85.31
2021-02-10,44,36,128.08
2021-02-10,69,36,27.25
2021-02-10,65,43,32.44
2021-02-10,51,13,45.08
2021-02-11,52,14,99.08
2021-02-11,36,48,46.13
2021-02-11,21,6,28.87
2021-02-11,16,4,19.48
2021-02-11,2,20,132.56
2021-02-11,19,27,29.45
2021-02-11,11,36,35.57
2021-02-12,31,2,38.9
2021-02-12,77,4,145.27
2021-02-12,72,14,86.64
2021-02-12,54,31,53.18
2021-02-12,77,50,44.08
2021-02-13,90,40,143.58
2021-02-13,64,9,147.3
2021-02-13,55,1,94.19
2021-02-13,46,43,115.21
2021-02-13,53,15,61.05
2021-02-13,76,7,66.71
2021-02-13,12,13,102.27
2021-02-13,45,5,149.26
2021-02-13,91,45,116.21
2021-02-13,1,17,142.54
2021-02-14,51,29,21.73
2021-02-14,12,50,57.45
2021-02-14,49,38,145.45
2021-02-14,68,16,96.91
2021-02-14,62,32,107.58
2021-02-15,60,24,133.95
2021-02-15,29,40,18.77
2021-02-15,7,30,124.75
2021-02-15,44,29,108.32
2021-02-15,93,36,146.24
2021-02-15,11,45,140.02
2021-02-16,5,30,89.03
2021-02-16,31,46,91.41
2021-02-17,82,26,87.87
2021-02-17,64,24,62.34
2021-02-17,26,24,100.27
2021-02-17,50,48,82.57
2021-02-17,88,35,41.08
2021-02-17,20,8,122.43
2021-02-17,13,28,1.6
2021-02-17,38,31,29.86
2021-02-17,38,41,61.15
2021-02-17,55,17,87.56
2021-02-18,99,33,141.44
2021-02-18,100,7,63.39
2021-02-18,45,2,89.7
2021-02-18,22,46,29.51
2021-02-18,33,34,118.59
2021-02-19,32,18,108.99
2021-02-19,95,41,119.01
2021-02-19,99,47,13.03
2021-02-19,60,32,117.1
2021-02-19,17,23,42.54
2021-02-19,43,4,25.79
2021-02-19,14,38,104.9
2021-02-20,28,2,40.03
2021-02-20,45,3,45.48
2021-02-20,21,27,90.69
2021-02-20,60,5,43.3
2021-02-20,29,10,134.56
2021-02-21,10,13,145.25
2021-02-21,68,18,17.23
2021-02-21,39,29,126.45
2021-02-21,7,46,98.7
2021-02-21,31,44,44.58
2021-02-21,91,49,71.85
2021-02-21,99,5,22.31
2021-02-21,41,34,69.21
2021-02-22,26,22,149.76
2021-02-22,63,19,84.5
2021-02-22,90,31,30.78
2021-02-22,92,31,64.04
2021-02-22,34,15,72.52
2021-02-22,64,4,15.33
2021-02-22,8,25,120.02
2021-02-22,59,17,146.52
2021-02-22,96,30,147.61
2021-02-22,9,35,71.61
2021-02-23,38,6,50.85
2021-02-23,88,1,55.53
2021-02-23,3,8,148.13
2021-02-23,50,29,122.29
2021-02-23,45,42,40.07
2021-02-23,44,47,87.19
2021-02-24,33,12,141.56
2021-02-24,54,49,144.34
2021-02-24,74,15,27.24
2021-02-24,87,50,100.55
2021-02-24,1,48,4.37
2021-02-25,32,15,39.15
2021-02-25,18,29,38.51
2021-02-25,56,9,92.02
2021-02-25,49,2,75.08
2021-02-26,85,45,94.66
2021-02-26,14,49,16.57
2021-02-26,48,32,20.96
2021-02-26,20,23,131.7
2021-02-26,11,35,24.1
2021-02-26,49,12,131.35
2021-02-26,97,17,38.51
2021-02-27,24,44,44.96
2021-02-27,17,18,34.45
2021-02-27,1,50,11.45
2021-02-27,20,9,139.49
2021-02-27,93,30,8.26
2021-02-28,22,36,1.52
2021-02-28,81,43,64.63
2021-02-28,34,29,149.29
2021-02-28,6,1,146.09
2021-02-28,7,11,12.03
2021-02-28,46,35,5.89
2021-03-01,4,39,65.74
2021-03-01,94,1,134.29
2021-03-01,92,30,77.73
2021-03-01,36,13,20.55
2021-03-01,30,13,4.2
2021-03-01,96,49,107.4
2021-03-01,50,15,64.17
2021-03-01,31,18,15.76
2021-03-01,54,37,67.51
2021-03-01,48,36,21.93
2021-03-02,5,21,77.89
2021-03-02,78,42,135.36
2021-03-02,48,14,28.84
2021-03-02,46,41,126.7
2021-03-02,39,20,126.39
2021-03-02,3,28,98.63
2021-03-02,29,23,125.83
2021-03-02,58,35,91.76
2021-03-02,60,21,44.18
2021-03-02,31,9,74.26
2021-03-02,75,30,86.43
2021-03-03,9,4,82.12
2021-03-03,94,3,78.97
2021-03-03,31,29,107.5
2021-03-03,89,10,86.85
2021-03-03,17,38,9.57
2021-03-03,15,44,41.59
2021-03-04,58,3,109.5
2021-03-04,52,12,81.79
2021-03-04,94,47,1.67
2021-03-04,23,39,142.64
2021-03-04,49,32,100.9
2021-03-04,34,33,128.57
2021-03-04,27,3,76.97
2021-03-04,26,45,4.51
2021-03-04,60,43,138.7
2021-03-04,44,16,7.95
2021-03-05,53,49,56.39
2021-03-05,4,12,136.86
2021-03-05,58,27,128.35
2021-03-05,7,48,106.8
2021-03-05,72,18,95.05
2021-03-05,86,15,113.22
2021-03-05,1,34,52.85
2021-03-05,100,30,61.64
2021-03-05,82,26,104.41
2021-03-05,96,34,5.35
2021-03-06,76,36,70.75
2021-03-06,65,9,91.44
2021-03-06,41,46,117.98
2021-03-06,20,14,19.9
2021-03-06,56,32,58.8
2021-03-06,63,8,141.89
2021-03-06,74,41,104.18
2021-03-06,40,1,54.37
2021-03-06,7,24,30.07
2021-03-07,75,20,145.71
2021-03-07,21,46,133.61
2021-03-07,65,3,89.36
2021-03-07,79,23,21.95
2021-03-07,23,29,42.85
2021-03-07,40,28,139.52
2021-03-07,74,47,99.77
2021-03-07,57,37,6.25
2021-03-08,97,22,42.03
2021-03-09,59,3,72.89
2021-03-09,89,22,64.96
2021-03-09,92,6,88.24
2021-03-09,77,27,46.81
2021-03-09,67,24,76.71
2021-03-09,14,42,82.64
2021-03-09,74,11,145.17
2021-03-09,18,13,31.87
2021-03-09,64,11,116.58
2021-03-10,70,21,107.63
2021-03-10,61,9,81.84
2021-03-10,56,12,96.97
2021-03-10,63,42,9.56
2021-03-11,92,41,50.61
2021-03-11,63,30,124.02
2021-03-11,34,22,54.23
2021-03-11,90,11,1.07
2021-03-11,81,20,0.94
2021-03-12,33,24,27.86
2021-03-12,91,13,140.92
2021-03-12,59,6,149.1
2021-03-12,29,27,4.92
2021-03-13,78,11,48.38
2021-03-13,3,38,65.79
2021-03-13,36,41,35.08
2021-03-13,30,27,77.77
2021-03-14,48,32,24.67
2021-03-14,67,5,106.14
2021-03-14,37,33,82.6
2021-03-14,86,40,80.26
2021-03-14,31,47,79.21
2021-03-15,43,5,80.26
2021-03-15,26,17,113.02
2021-03-15,88,37,51.25
2021-03-15,78,50,10.86
2021-03-15,82,31,16.76
2021-03-15,4,32,23.17
2021-03-15,18,29,84.66
2021-03-15,21,19,53.82
2021-03-15,4,48,72.33
2021-03-15,70,2,103.35
2021-03-16,8,6,4.26
2021-03-16,6,44,64.01
2021-03-16,94,34,63.28
2021-03-16,52,22,11.56
2021-03-16,17,29,33.15
2021-03-16,16,43,140.97
2021-03-16,9,27,148.82
2021-03-17,37,13,51.43
2021-03-17,25,7,143.66
2021-03-17,28,47,107.96
2021-03-17,29,48,41.94
2021-03-17,95,19,59.4
2021-03-17,34,22,45.14
2021-03-18,63,21,117.46
2021-03-18,46,50,143.59
2021-03-18,72,29,121.31
2021-03-18,57,30,40.7
2021-03-18,90,44,8.94
2021-03-18,35,30,102.43
2021-03-19,100,13,63.76
2021-03-19,20,47,120.88
2021-03-19,86,38,70.42
2021-03-19,62,31,96.72
2021-03-19,94,39,24.48
2021-03-20,93,19,141.36
2021-03-20,2,44,17.61
2021-03-20,49,14,48.1
2021-03-20,79,29,100.82
2021-03-21,90,17,29.11
2021-03-21,63,13,133.7
2021-03-21,22,31,102.68
2021-03-21,92,41,78.13
2021-03-21,34,37,119.81
2021-03-21,95,14,61.33
2021-03-21,32,44,94.39
2021-03-21,77,19,68.12
2021-03-21,18,49,124.49
2021-03-21,25,25,47.06
2021-03-21,72,29,101.85
2021-03-22,62,7,19.28
2021-03-22,53,5,118.32
2021-03-22,28,18,56.78
2021-03-22,25,22,118.61
2021-03-22,13,44,28.18
2021-03-22,36,13,109.43
2021-03-23,55,46,114.38
2021-03-23,6,12,72.76
2021-03-23,15,29,128.08
2021-03-23,4,20,123.38
2021-03-23,44,48,81.11
2021-03-24,46,34,2.91
2021-03-24,92,32,112.66
2021-03-24,11,29,55.12
2021-03-24,4,39,10.08
2021-03-24,36,16,38.44
2021-03-24,69,7,58.8
2021-03-24,14,36,79.59
2021-03-24,88,6,29.04
2021-03-25,43,41,115.56
2021-03-25,41,36,70.06
2021-03-25,68,49,104.22
2021-03-25,44,47,85.41
2021-03-25,37,35,82.18
2021-03-25,50,27,122.99
2021-03-25,60,42,149.61
2021-03-25,18,25,112.23
2021-03-25,58,32,126.38
2021-03-26,3,45,112.79
2021-03-26,54,21,98.32
2021-03-26,88,3,25.79
2021-03-26,37,19,96.85
2021-03-26,25,32,78.3
2021-03-26,11,42,93.81
2021-03-26,89,34,85.58
2021-03-26,57,30,5.14
2021-03-26,98,41,125.2
2021-03-26,89,10,65.2
2021-03-27,5,4,49.33
2021-03-27,85,11,29.04
2021-03-27,50,32,61.4
2021-03-27,13,43,20.75
2021-03-27,17,20,40.69
2021-03-28,40,33,11.87
2021-03-28,100,47,42.32
2021-03-28,35,47,111.8
2021-03-28,8,26,109.96
2021-03-28,42,37,122.11
2021-03-28,53,37,58.35
2021-03-28,49,35,94.91
2021-03-28,80,19,18.96
2021-03-28,31,8,103.55
2021-03-28,59,31,57.45
2021-03-29,68,41,107.02
2021-03-29,81,38,54.83
2021-03-29,62,40,29.22
2021-03-29,84,45,107.96
2021-03-29,92,44,34.83
2021-03-29,51,12,92.27
2021-03-29,99,49,100.38
2021-03-30,33,28,139.36
2021-03-30,70,32,75.54
2021-03-30,91,17,75.23
2021-03-30,27,22,51.6
2021-03-30,6,37,102.31
2021-03-31,76,49,9.56
2021-03-31,31,45,142.05
2021-03-31,21,6,59.82
2021-04-01,13,9,111.33
2021-04-01,53,32,54.19
2021-04-01,67,5,87.56
2021-04-02,9,34,47.88
2021-04-02,34,21,75.96
2021-04-02,38,6,95.23
2021-04-02,34,8,20.35
2021-04-02,74,13,12.11
2021-04-02,74,9,144.39
2021-04-03,52,35,54.24
2021-04-03,98,11,72.43
2021-04-03,77,11,83.36
2021-04-03,30,48,113.0
2021-04-03,13,43,111.85
2021-04-03,60,37,0.65
2021-04-04,48,19,145.89
2021-04-04,75,24,137.45
2021-04-04,4,10,102.49
2021-04-04,87,22,113.48
2021-04-04,96,32,60.81
2021-04-04,60,10,31.34
2021-04-04,13,3,39.87
2021-04-04,17,4,51.28
2021-04-05,44,19,105.88
2021-04-05,3,2,93.85
2021-04-05,85,24,36.71
2021-04-05,6,33,149.9
2021-04-06,14,19,46.82
2021-04-06,25,36,16.47
2021-04-06,87,17,136.71
2021-04-06,28,16,98.9
2021-04-06,30,44,109.98
2021-04-06,49,12,116.81
2021-04-06,94,7,138.72
2021-04-07,76,20,140.87
2021-04-07,64,36,149.16
2021-04-07,94,14,105.57
2021-04-08,28,46,36.17
2021-04-08,35,41,43.65
2021-04-08,83,15,47.13
2021-04-08,52,32,103.74
2021-04-09,10,7,140.37
2021-04-09,57,48,130.6
2021-04-09,61,17,21.48
2021-04-09,50,30,30.64
2021-04-10,1,40,46.89
2021-04-10,78,4,149.84
2021-04-10,12,10,50.77
2021-04-10,32,39,108.95
2021-04-10,96,10,74.34
2021-04-10,87,18,17.6
2021-04-11,18,41,91.22
2021-04-11,86,30,95.41
2021-04-11,82,37,114.46
2021-04-11,82,1,13.3
2021-04-11,63,13,36.98
2021-04-11,59,11,86.11
2021-04-11,27,7,16.42
2021-04-12,48,42,68.35
2021-04-12,65,13,103.17
2021-04-12,80,33,126.13
2021-04-12,36,36,87.87
2021-04-12,86,42,127.21
2021-04-12,23,27,58.71
2021-04-12,25,30,141.97
2021-04-13,51,28,89.57
2021-04-13,44,48,145.9
2021-04-13,89,17,86.36
2021-04-13,72,17,6.93
2021-04-13,100,40,18.61
2021-04-13,79,36,132.43
2021-04-13,1,50,67.73
2021-04-13,97,37,134.81
2021-04-13,35,20,71.62
2021-04-14,44,30,54.09
2021-04-14,59,17,44.03
2021-04-14,12,7,108.86
2021-04-14,11,38,11.23
2021-04-14,89,27,122.15
2021-04-15,29,6,58.18
2021-04-15,44,24,105.98
2021-04-15,3,49,2.22
2021-04-15,97,48,101.58
2021-04-15,2,31,92.45
2021-04-15,72,3,112.26
2021-04-16,66,45,93.4
2021-04-16,60,43,86.2
2021-04-16,50,36,85.47
2021-04-16,85,2,87.1
2021-04-16,42,37,126.49
2021-04-16,47,34,95.1
2021-04-16,41,12,112.05
2021-04-17,21,27,49.74
2021-04-17,47,7,92.53
2021-04-17,38,18,108.51
2021-04-17,99,14,135.66
2021-04-17,91,31,97.75
2021-04-17,1,21,109.14
2021-04-17,77,3,37.82
2021-04-18,62,33,57.26
2021-04-18,55,44,98.04
2021-04-18,4,29,97.72
2021-04-18,45,32,148.1
2021-04-19,35,32,106.07
2021-04-19,11,5,7.46
2021-04-19,91,6,52.88
2021-04-19,63,24,148.75
2021-04-19,12,30,119.48
2021-04-19,59,14,134.71
2021-04-19,87,20,51.36
2021-04-19,24,18,136.42
2021-04-20,68,8,40.39
2021-04-20,88,1,21.28
2021-04-20,89,36,115.09
2021-04-21,85,11,138.75
2021-04-21,90,39,14.62
2021-04-21,13,20,32.23
2021-04-21,54,41,93.24
2021-04-21,20,24,9.55
2021-04-22,13,23,59.93
2021-04-22,42,3,43.4
2021-04-22,43,14,111.65
2021-04-22,5,49,17.18
2021-04-23,74,27,115.62
2021-04-23,72,10,128.83
2021-04-23,44,28,80.59
2021-04-23,7,41,92.39
2021-04-23,86,5,109.74
2021-04-24,15,41,103.47
2021-04-24,56,7,76.3
2021-04-24,45,4,124.66
2021-04-24,29,16,119.88
2021-04-24,3,13,144.59
2021-04-24,78,7,64.77
2021-04-24,5,7,142.21
2021-04-24,34,25,146.31
2021-04-24,64,15,31.64
2021-04-24,21,9,129.65
2021-04-25,11,43,64.41
2021-04-25,21,49,80.28
2021-04-25,4,9,117.32
2021-04-25,58,48,67.77
2021-04-25,38,13,37.14
2021-04-25,22,49,35.39
2021-04-26,54,31,9.02
2021-04-26,50,26,148.97
2021-04-26,46,1,107.34
2021-04-26,82,22,117.91
2021-04-26,11,26,55.0
2021-04-26,81,40,64.44
2021-04-26,98,43,11.12
2021-04-26,82,8,14.87
2021-04-26,51,35,41.93
2021-04-26,96,17,145.58
2021-04-27,89,44,36.48
2021-04-27,57,40,125.74
2021-04-27,11,49,33.11
2021-04-27,24,28,59.63
2021-04-27,94,27,54.32
2021-04-27,69,13,121.06
2021-04-27,98,15,101.99
2021-04-27,38,32,127.23
2021-04-27,12,23,35.76
2021-04-28,14,6,49.76
2021-04-28,96,13,127.35
2021-04-28,85,4,108.72
2021-04-28,37,35,10.44
2021-04-28,90,46,119.42
2021-04-28,58,36,51.66
2021-04-29,27,24,3.45
2021-04-29,92,29,33.44
2021-04-29,23,23,52.79
2021-04-29,24,39,137.93
2021-04-29,60,28,128.39
2021-04-30,78,14,145.85
2021-04-30,24,24,110.1
2021-04-30,9,39,91.53
2021-04-30,67,8,35.04
2021-04-30,55,24,10.61
2021-04-30,35,28,43.44
2021-04-30,69,17,4.07
2021-05-01,53,7,126.39
2021-05-01,49,44,116.15
2021-05-01,56,13,147.29
2021-05-01,88,36,73.36
2021-05-01,46,27,70.79
2021-05-02,41,9,110.17
2021-05-02,55,3,35.07
2021-05-02,8,33,26.02
2021-05-02,50,21,125.65
2021-05-02,55,40,86.57
2021-05-03,25,9,94.89
2021-05-03,58,18,73.86
2021-05-03,58,1,13.95
2021-05-03,94,7,124.52
2021-05-03,57,45,57.04
2021-05-03,47,13,46.54
2021-05-04,25,28,103.92
2021-05-04,24,15,119.4
2021-05-04,4,24,105.78
2021-05-04,40,17,102.9
2021-05-04,32,39,136.02
2021-05-04,64,39,75.09
2021-05-04,38,25,48.52
2021-05-05,48,6,1.89
2021-05-05,44,42,95.26
2021-05-05,24,50,29.86
2021-05-06,89,24,23.19
2021-05-06,24,36,82.16
2021-05-06,28,25,35.69
2021-05-07,20,6,24.26
2021-05-07,11,13,118.44
2021-05-07,41,49,52.88
2021-05-08,10,45,93.97
2021-05-08,73,50,60.95
2021-05-08,87,16,65.88
2021-05-08,65,2,80.42
2021-05-09,24,14,68.37
2021-05-09,72,16,46.37
2021-05-09,23,14,117.32
2021-05-09,4,40,2.89
2021-05-09,67,49,110.88
2021-05-09,30,7,24.62
2021-05-09,1,16,20.06
2021-05-09,25,12,53.79
2021-05-10,68,4,24.42
2021-05-10,61,30,50.69
2021-05-10,93,13,11.35
2021-05-10,97,30,125.71
2021-05-10,23,20,34.17
2021-05-10,41,48,114.16
2021-05-11,48,21,77.26
2021-05-11,51,12,7.62
2021-05-11,96,10,80.23
2021-05-11,78,29,141.49
2021-05-11,83,38,31.96
2021-05-11,64,13,148.62
2021-05-11,89,16,139.2
2021-05-11,92,47,24.54
2021-05-12,24,48,96.66
2021-05-12,20,17,96.26
2021-05-12,79,11,117.6
2021-05-12,11,47,15.89
2021-05-12,22,27,94.61
2021-05-12,52,4,49.44
2021-05-13,43,32,110.89
2021-05-13,55,40,97.67
2021-05-13,77,28,147.28
2021-05-13,61,18,79.87
2021-05-13,35,16,52.93
2021-05-14,91,18,28.46
2021-05-14,90,49,52.42
2021-05-14,82,8,7.57
2021-05-14,13,37,95.85
2021-05-14,30,32,123.54
2021-05-14,51,28,1.28
2021-05-14,14,33,131.86
2021-05-14,67,30,18.14
2021-05-15,81,11,59.45
2021-05-16,49,48,142.23
2021-05-16,35,46,4.4
2021-05-16,61,50,35.41
2021-05-16,72,15,25.4
2021-05-16,7,8,94.24
2021-05-16,89,5,108.2
2021-05-16,3,7,12.82
2021-05-17,21,21,29.55
2021-05-17,27,11,128.78
2021-05-17,34,30,23.04
2021-05-17,53,17,67.82
2021-05-17,78,44,126.77
2021-05-17,83,32,115.04
2021-05-17,22,1,66.58
2021-05-18,12,14,109.18
2021-05-18,31,42,98.42
2021-05-18,90,21,131.6
2021-05-18,36,28,46.89
2021-05-18,85,20,104.92
2021-05-18,15,5,77.66
2021-05-19,26,7,87.71
2021-05-19,35,13,55.74
2021-05-19,76,50,140.98
2021-05-19,94,20,34.38
2021-05-19,95,20,59.6
2021-05-19,11,12,62.93
2021-05-19,17,50,38.88
2021-05-19,56,5,84.14
2021-05-19,28,10,99.42
2021-05-20,36,29,75.8
2021-05-20,56,39,77.47
2021-05-20,58,38,97.55
2021-05-21,40,40,47.65
2021-05-21,90,31,129.62
2021-05-21,16,8,146.16
2021-05-21,32,25,34.34
2021-05-21,73,45,66.21
2021-05-21,45,38,147.24
2021-05-21,53,35,5.89
2021-05-21,89,41,48.29
2021-05-21,24,37,63.11
2021-05-21,44,22,12.67
2021-05-21,58,23,127.36
2021-05-22,86,28,3.15
2021-05-22,10,19,44.18
2021-05-22,30,11,113.1
2021-05-22,81,22,3.0
2021-05-22,71,5,20.57
2021-05-23,86,29,21.89
2021-05-23,22,8,33.0
2021-05-23,56,18,55.53
2021-05-23,82,27,43.02
2021-05-23,65,28,136.58
2021-05-23,97,17,31.27
2021-05-23,9,21,102.55
2021-05-23,74,29,38.33
