date_time,product_id,amount,price
2022-09-29,85,46,120.41
2021-11-09,498,2,4.2
2022-12-05,308,27,89.21
2021-02-04,176,34,93.46
2021-05-28,424,19,57.33
2021-06-08,241,31,111.85
2022-04-05,193,4,49.59
2021-03-27,42,31,139.37
2021-04-24,122,7,71.51
2021-09-04,473,3,29.58
2021-02-09,365,36,144.57
2022-12-02,62,27,67.84
2021-06-25,453,20,81.17
2022-12-18,296,24,115.35
2021-12-02,271,40,100.25
2022-01-30,115,40,125.29
2022-02-17,217,6,68.99
2022-03-31,480,29,38.93
2021-08-08,163,2,33.41
2022-11-22,449,45,31.38
2022-04-08,185,40,48.89
2022-06-09,22,41,135.12
2022-11-24,266,39,143.17
2021-11-04,445,49,48.07
2021-11-27,466,20,105.12
2021-09-09,134,2,56.05
2022-10-27,379,18,37.0
2022-09-06,347,45,66.06
2021-03-22,496,30,86.29
2021-12-15,91,17,15.02
2021-07-01,59,21,82.23
2022-02-10,431,36,124.1
2021-03-05,36,9,41.35
2022-06-25,336,33,148.01
2022-11-15,423,20,11.08
2022-04-20,34,35,95.69
2021-01-06,306,50,48.92
2021-10-25,434,11,111.56
2021-02-18,298,21,74.36
2021-09-18,371,40,143.96
2021-11-17,16,17,81.15
2021-06-09,52,5,58.81
2022-09-01,182,29,57.64
2021-06-09,383,29,147.55
2021-07-18,118,29,43.55
2021-10-17,399,34,85.29
2021-01-22,8,3,66.65
2021-08-11,81,13,57.55
2021-09-09,154,43,81.69
2022-03-23,259,37,123.08
2021-04-23,475,16,92.93
2021-12-26,397,31,142.56
2021-05-14,170,17,7.02
2021-11-11,30,9,86.45
2021-03-12,46,44,123.01
2022-03-30,466,45,84.8
2021-09-16,229,12,130.58
2022-04-26,290,4,15.14
2022-02-01,288,3,133.87
2022-04-15,355,41,67.54
2021-11-29,171,36,130.93
2021-04-09,447,25,133.88
2022-09-24,368,2,136.59
2022-05-07,258,50,74.62
2022-10-31,258,12,68.6
2022-12-14,212,30,127.43
2021-04-30,54,27,104.76
2022-10-22,305,45,22.36
2021-09-16,422,1,12.34
2022-09-28,278,17,64.89
2022-07-27,457,2,103.11
2021-08-28,477,18,114.66
2021-08-14,283,42,49.55
2021-04-11,126,27,35.14
2021-10-21,229,20,14.06
2022-02-04,66,34,50.28
2022-03-31,154,46,63.73
2022-10-02,321,17,68.67
2021-06-03,365,23,98.59
2021-03-27,193,2,106.73
2021-03-13,479,32,85.33
2021-04-05,147,30,113.46
2021-05-08,416,15,52.02
2022-09-02,168,7,124.83
2021-01-11,399,17,146.67
2022-11-21,156,36,92.43
2021-09-07,186,46,9.49
2022-09-28,128,16,109.66
2021-10-19,164,50,33.92
2021-12-06,412,11,36.99
2021-02-12,482,13,98.45
2021-11-03,242,3,35.45
2021-05-18,491,49,105.29
2022-02-23,195,45,133.47
2022-11-02,286,12,37.21
2021-10-02,295,12,52.6
2021-10-11,229,4,110.67
2021-08-09,103,14,119.14
2022-02-24,259,44,111.07
2022-03-23,475,48,32.1
2021-01-03,140,42,64.47
2021-04-13,313,43,61.64
2022-03-13,451,47,140.42
2021-08-25,203,11,141.97
2022-11-19,336,13,116.13
2022-09-10,247,34,122.57
2021-01-21,174,37,3.28
2022-01-14,113,43,19.98
2022-02-17,227,16,54.82
2022-09-28,60,29,84.01
2021-09-03,115,6,113.78
2021-06-13,315,43,14.55
2021-01-28,398,45,38.08
2022-09-11,158,47,32.88
2022-06-23,75,13,56.29
2021-03-01,476,25,141.83
2021-11-27,469,25,137.35
2022-01-23,84,4,57.45
2021-08-26,145,8,82.0
2021-07-24,35,8,115.85
2021-06-14,124,16,62.1
2022-10-21,10,46,138.48
2022-08-06,446,34,98.14
2021-10-17,449,31,102.32
2022-02-05,141,13,5.52
2021-02-16,181,18,109.26
2021-06-05,377,36,54.35
2021-03-24,439,9,44.25
2021-03-22,140,45,102.4
2022-10-19,159,27,7.32
2021-06-16,396,37,96.73
2021-09-11,167,28,16.96
2021-01-07,169,24,114.02
2021-10-28,391,8,107.07
2022-02-11,234,16,0.36
2021-10-12,146,5,25.41
2022-08-06,25,31,132.34
2022-06-13,440,1,84.39
2022-09-21,444,5,86.24
2021-05-28,445,41,16.73
2022-08-29,154,48,106.79
2021-03-16,191,27,118.94
2022-12-11,96,6,0.93
2022-02-28,452,19,40.39
2021-03-20,110,30,110.36
2022-12-31,358,22,17.13
2022-03-26,357,2,9.7
2021-08-24,37,5,56.33
2021-11-07,279,27,98.76
2022-07-12,141,32,45.5
2021-01-13,117,50,26.23
2022-08-03,188,35,105.02
2022-01-20,275,16,7.1
2022-01-16,97,27,123.99
2022-06-27,296,9,15.15
2022-10-22,63,50,9.1
2022-02-06,236,45,9.8
2021-01-01,22,41,95.07
2021-07-13,452,18,36.3
2022-07-25,452,27,17.72
2021-06-15,95,37,80.3
2021-11-30,73,22,23.18
2021-03-06,346,20,73.15
2022-09-27,21,19,33.73
2022-10-07,177,20,86.11
2021-10-05,121,34,46.69
2022-09-27,380,10,120.59
2021-11-12,495,44,121.33
2022-12-31,339,43,23.07
2022-02-05,69,1,75.98
2022-05-09,202,37,26.39
2021-06-04,221,43,110.93
2021-11-30,233,36,8.45
2022-05-31,67,29,148.52
2021-02-18,207,44,31.3
2022-09-07,84,11,21.1
2021-11-11,347,19,132.37
2021-10-29,432,47,117.59
2021-01-09,67,18,70.4
2021-07-21,80,10,47.2
2022-09-27,494,18,26.45
2021-12-20,368,23,79.42
2021-10-21,298,12,43.55
2021-09-21,62,4,7.93
2022-11-28,25,46,104.31
2021-11-18,232,45,43.81
2021-09-24,500,20,8.45
2022-12-13,401,38,98.01
2022-04-28,136,20,81.68
2022-12-19,18,34,112.96
2022-09-18,47,33,149.41
2022-06-10,497,18,97.98
2021-07-19,458,41,90.33
2021-10-07,421,29,94.21
2022-01-01,41,14,123.04
2021-10-25,6,17,17.33
2022-06-29,265,26,21.21
2021-11-12,474,36,78.13
2022-08-11,297,20,48.72
2021-08-27,316,50,25.22
2022-04-08,423,8,72.38
2021-07-29,133,14,67.47
2022-05-11,108,29,98.51
2021-07-03,264,18,17.7
2022-06-23,137,43,35.64
2021-04-05,259,2,4.41
2022-03-26,276,18,114.55
2022-12-25,65,40,11.74
2021-02-26,267,2,84.16
2022-05-03,10,40,132.77
2022-03-05,182,40,7.33
2021-12-09,29,7,76.58
2021-04-14,38,11,84.49
2021-02-09,48,6,111.31
2021-03-28,37,47,62.26
2022-09-20,309,32,143.93
2021-01-05,289,25,24.38
2021-11-12,127,5,117.19
2021-08-01,96,41,65.03
2022-09-01,150,40,141.27
2022-01-17,128,41,88.38
2022-09-29,178,12,112.87
2021-08-02,49,15,46.05
2022-07-02,104,50,88.07
2021-08-22,143,6,102.77
2021-06-25,415,4,76.63
2022-12-30,157,38,54.65
2021-05-05,347,49,45.18
2021-01-03,328,48,132.84
2022-12-14,76,8,21.48
2022-12-02,420,43,93.34
2022-06-28,112,44,72.39
2022-02-16,462,33,51.98
2021-07-08,438,27,39.82
2021-05-14,112,22,43.39
2022-04-17,470,6,35.82
2021-03-17,254,40,129.3
2021-11-23,326,18,56.47
2021-11-08,366,11,87.29
2022-08-13,231,15,71.38
2021-04-15,395,19,12.35
2021-04-13,176,26,121.56
2022-10-22,99,8,60.46
2022-12-24,1,26,65.51
2021-08-03,465,48,14.43
2022-02-13,487,6,64.64
2022-01-08,353,16,16.74
2022-06-13,94,33,35.53
2021-07-09,168,31,119.55
2022-02-09,373,12,62.17
2022-07-22,53,10,45.97
2022-08-24,129,20,42.19
2022-06-27,31,30,117.54
2021-11-07,232,20,67.53
2022-01-03,225,15,8.81
2022-05-18,172,30,105.53
2022-12-12,370,6,47.87
2022-04-22,229,39,123.43
2021-08-27,350,49,18.3
2022-01-31,420,44,124.03
2022-05-16,283,42,143.46
2022-05-25,221,49,114.51
2021-03-21,126,31,28.02
2022-11-28,285,37,73.96
2022-12-06,253,9,149.87
2021-08-30,236,4,111.84
2022-03-31,316,8,78.12
2022-01-10,43,8,109.24
2022-01-31,293,24,147.04
2022-12-27,175,32,89.22
2021-12-26,236,29,79.61
2021-10-15,20,5,33.89
2021-04-29,411,17,123.17
2021-01-19,284,29,40.71
2022-05-14,434,27,137.1
2022-06-04,466,2,137.45
2022-08-04,295,26,124.22
2022-10-15,394,10,47.0
2022-09-16,31,3,27.82
2022-03-19,123,6,61.36
2022-11-29,234,34,5.02
2021-01-27,221,29,44.49
2021-12-18,102,20,108.05
2021-08-26,188,46,17.11
2021-09-13,184,17,15.69
2021-11-23,134,5,146.83
2022-03-04,483,49,23.12
2021-04-17,473,45,144.48
2021-10-14,285,7,133.21
2021-04-05,391,35,58.16
2022-03-14,31,19,83.65
2021-03-30,239,10,82.13
2022-10-18,224,36,88.08
2021-07-28,108,24,63.68
2021-11-12,262,34,72.23
2021-11-06,354,7,142.11
2022-10-07,86,10,123.45
2021-02-01,64,29,55.12
2022-11-09,389,1,111.74
2021-11-03,444,31,69.35
2021-11-29,441,28,124.37
2021-08-03,249,42,69.28
2022-06-19,40,40,19.33
2022-04-27,285,29,125.54
2022-05-17,388,13,61.1
2022-11-20,43,38,104.44
2022-06-04,309,2,27.57
2021-09-13,275,37,141.12
2022-11-19,123,44,16.05
2022-07-11,209,6,62.92
2022-03-18,183,11,85.57
2021-05-11,273,12,88.31
2022-06-29,185,45,14.38
2021-03-20,400,13,14.82
2022-01-30,311,8,81.82
2022-01-29,465,10,59.19
2022-02-22,339,12,102.5
2021-03-03,487,47,4.65
2022-02-04,356,46,75.59
2022-12-28,419,25,77.12
2022-08-20,122,22,137.76
2022-04-12,477,10,27.31
2021-03-08,23,29,44.28
2021-11-30,484,5,104.47
2022-03-14,102,39,47.7
2021-09-24,306,12,13.2
2022-11-27,450,23,37.63
2021-03-07,314,48,65.69
2021-08-13,41,47,70.22
2022-05-30,38,6,72.37
2022-02-22,106,37,90.39
2022-12-14,117,3,64.83
2021-11-04,144,39,130.2
2022-01-02,189,25,64.32
2022-03-27,487,30,82.17
2021-01-16,89,9,126.91
2022-04-17,366,50,14.21
2021-02-06,415,26,86.42
2022-03-19,153,44,56.91
2022-05-02,227,26,63.95
2021-07-01,215,17,117.18
2022-05-03,197,18,145.03
2022-12-06,425,37,29.3
2022-07-09,442,38,133.94
2022-11-15,280,40,118.2
2022-09-21,191,29,109.57
2022-07-15,187,3,38.74
2022-04-18,391,15,144.98
2021-12-16,478,46,88.37
2021-07-22,453,36,116.39
2022-10-09,214,15,86.03
2021-12-21,444,47,84.82
2022-06-16,362,42,148.84
2022-09-21,209,35,76.39
2022-10-09,210,48,104.25
2021-11-09,181,42,57.36
2021-01-20,356,47,43.14
2021-07-31,158,41,142.02
2022-11-28,61,45,13.0
2022-11-08,451,22,119.45
2021-10-31,77,31,11.61
2021-07-02,26,36,112.31
2022-03-24,43,1,7.63
2022-12-08,76,45,93.17
2022-06-30,410,23,63.93
2021-07-18,186,9,142.26
2021-11-03,194,11,83.96
2021-03-06,205,29,64.95
2021-08-21,463,47,96.97
2022-12-04,182,31,141.17
2021-01-11,337,7,37.29
2021-08-29,439,26,19.16
2021-08-24,313,9,46.59
2021-08-23,5,1,94.94
2021-12-04,378,18,148.27
2022-12-29,444,12,38.79
2021-06-03,311,15,71.76
2021-04-09,255,12,136.34
2021-02-15,275,40,149.15
2021-06-28,485,23,93.77
2021-04-14,109,24,55.73
2022-04-15,230,19,2.58
2021-04-19,287,42,23.91
2021-05-02,494,38,30.35
2022-08-10,136,2,67.51
2022-08-15,302,32,108.03
2022-09-14,121,33,24.2
2021-11-16,235,31,85.53
2022-08-09,84,27,105.45
2022-12-22,197,15,135.77
2022-12-27,95,4,16.24
2021-05-29,182,43,146.77
2022-12-18,247,43,134.78
2022-06-14,261,5,9.53
2021-06-02,231,8,8.24
2022-10-12,192,13,44.61
2022-03-01,423,4,11.25
2021-03-17,452,33,58.04
2022-04-21,204,25,96.98
2022-08-20,473,2,138.09
2021-04-13,350,50,42.56
2022-04-08,201,19,48.36
2022-06-28,368,46,72.56
2022-04-20,185,6,67.15
2022-10-27,437,1,44.21
2022-03-22,151,4,89.39
2022-12-18,268,21,145.78
2021-01-30,203,7,60.85
2021-06-07,390,10,87.35
2021-12-20,497,49,24.04
2021-03-14,244,16,92.52
2022-12-14,100,28,134.41
2022-01-23,343,44,14.27
2021-12-23,372,3,100.51
2021-04-20,465,40,144.98
2021-09-22,135,36,83.28
2021-10-19,466,15,92.09
2021-06-12,63,7,136.69
2022-06-04,497,14,149.64
2021-08-13,408,47,126.83
2021-08-09,471,19,109.86
2021-08-17,23,14,117.05
2021-05-10,232,2,148.32
2022-12-03,230,30,28.31
2022-12-26,486,49,130.87
2022-04-24,24,23,86.63
2021-05-21,278,29,62.16
2021-08-15,15,6,2.2
2022-05-02,110,17,7.95
2022-07-27,260,25,121.47
2022-04-28,200,39,138.87
2022-09-29,204,38,129.77
2022-12-07,89,50,121.43
2022-12-05,245,36,7.41
2021-07-29,296,47,94.09
2022-10-08,178,25,46.17
2021-12-08,193,25,101.21
2022-06-06,359,46,18.32
2021-12-19,246,43,70.63
2021-04-26,354,37,80.34
2022-10-22,258,40,133.49
2022-10-11,42,14,107.4
2022-05-01,74,18,16.6
2022-03-23,33,40,125.18
2022-09-11,369,28,7.5
2022-06-11,172,13,37.85
2021-10-18,356,41,104.18
2022-06-27,51,36,11.13
2022-06-26,436,12,31.45
2021-12-14,83,32,25.2
2021-10-31,141,47,77.27
2022-06-21,332,14,1.21
2021-06-11,117,21,137.75
2022-12-31,191,32,8.13
2021-06-02,237,48,65.47
2021-08-13,9,24,77.96
2021-07-04,484,31,145.14
2022-09-29,223,26,44.32
2022-11-16,126,21,73.99
2022-07-21,28,47,118.33
2022-05-19,166,5,12.89
2022-07-08,34,16,21.04
2021-08-07,423,13,102.75
2022-03-20,68,14,130.57
2022-12-11,302,28,69.36
2022-02-21,486,17,74.17
2021-04-21,184,46,52.88
2021-01-31,111,38,97.63
2022-04-14,367,44,27.95
2022-10-07,256,4,72.94
2022-08-21,274,27,84.22
2022-11-18,9,15,135.78
2021-03-27,54,8,55.37
2022-01-01,356,32,138.76
2022-09-16,16,3,24.05
2022-10-01,305,18,103.53
2021-02-07,463,36,69.02
2021-12-16,85,45,61.9
2022-02-17,312,18,2.21
2022-06-07,220,38,146.34
2021-08-21,202,6,83.49
2022-05-09,159,38,52.7
2021-10-28,419,22,8.64
2021-05-26,249,30,128.96
2022-02-17,153,30,50.37
2022-09-12,282,11,15.06
2021-02-20,165,41,5.55
2022-02-27,109,33,68.91
2021-09-14,122,2,74.23
2022-03-28,442,2,113.67
2021-08-14,196,36,62.71
2022-08-07,270,21,10.65
2022-02-06,21,16,28.37
2021-02-16,108,20,64.05
2021-01-13,484,44,46.94
2021-03-06,310,30,63.65
2022-12-22,403,35,14.63
2022-04-30,150,29,89.11
2022-09-15,56,41,12.75
2021-03-23,444,37,106.06
2021-03-11,66,24,35.96
2021-07-17,314,41,96.58
2022-07-19,3,41,79.88
2022-12-15,31,39,130.32
2022-07-05,11,27,31.98
2021-05-26,412,38,113.06
2021-10-27,54,2,76.83
2022-07-10,410,7,104.24
2022-07-15,189,30,50.38
2021-02-09,470,35,117.31
2022-05-04,121,10,44.87
2022-02-12,342,36,74.43
2022-01-22,254,22,52.41
2021-09-16,80,31,58.22
2022-01-07,57,7,105.17
2022-07-23,228,42,139.6
2022-12-13,395,7,61.61
2021-05-08,498,4,143.91
2021-03-14,416,32,40.83
2021-12-27,199,5,117.73
2022-05-01,173,25,119.33
2022-03-31,171,30,108.63
2021-01-06,363,34,71.24
2021-09-17,65,30,24.08
2021-06-14,65,46,110.68
2022-08-27,345,31,136.18
2021-09-29,11,20,73.82
2021-11-26,240,36,85.87
2021-03-18,273,21,20.02
2022-04-11,15,30,33.57
2022-12-29,353,48,95.77
2022-04-24,32,7,54.82
2021-10-15,58,14,8.55
2022-10-30,291,8,46.01
2022-10-28,182,40,125.5
2021-11-07,338,8,89.18
2021-01-23,177,40,60.66
2022-02-21,190,10,71.7
2022-05-21,80,31,120.63
2022-09-24,24,11,47.57
2021-05-22,40,47,58.67
2021-02-24,394,6,3.4
2022-03-25,334,4,59.2
2021-09-05,267,27,6.85
2021-04-08,387,38,79.93
2021-08-29,352,32,98.21
2022-04-06,259,16,125.12
2022-03-24,332,37,6.45
2021-10-04,365,14,100.92
2022-07-05,29,33,140.16
2022-01-25,350,26,125.26
2021-01-12,212,27,60.94
2022-05-12,128,39,120.45
2022-10-09,343,34,51.12
2021-02-17,348,33,84.39
2021-06-11,349,50,62.57
2021-11-28,83,24,91.69
2022-06-14,173,28,102.89
2021-08-04,16,49,136.5
2022-11-20,275,46,29.54
2022-11-18,298,29,58.51
2022-10-26,433,42,96.34
2021-06-06,151,41,42.79
2022-12-06,499,38,100.74
2022-03-03,124,33,38.64
2021-08-12,229,12,73.45
2021-08-14,258,6,41.29
2021-06-21,9,31,85.42
2022-02-04,324,38,90.43
2022-05-18,106,33,16.03
2022-10-30,153,5,40.84
2021-07-26,478,29,95.53
2021-10-20,341,44,86.1
2021-11-10,267,19,96.8
2021-07-18,142,9,55.43
2021-06-29,356,33,106.59
2022-10-10,242,33,142.21
2022-03-17,205,33,100.69
2021-01-03,166,12,132.95
2022-04-29,178,7,44.25
2022-05-04,291,31,140.05
2021-03-30,483,22,18.35
2022-11-22,342,21,0.09
2022-11-29,362,16,144.28
2021-06-23,40,8,9.25
2022-06-01,50,46,135.24
2021-03-21,35,7,51.27
2022-04-11,438,50,78.17
2021-10-21,378,3,123.45
2021-07-18,90,36,7.65
2022-05-26,70,22,2.99
2021-10-13,466,13,128.99
2021-06-17,482,6,69.41
2021-08-07,330,32,56.25
2021-02-10,327,50,5.51
2022-07-06,15,41,49.26
2021-12-05,170,10,144.48
2021-09-21,8,6,52.84
2021-11-14,331,12,5.37
2022-04-04,418,5,6.41
2022-05-05,252,47,60.98
2021-06-10,352,27,24.69
2021-10-15,150,5,87.13
2022-03-30,103,26,84.34
2022-10-18,423,19,81.07
2022-12-26,468,30,32.49
2022-02-18,269,20,85.3
2022-11-11,216,15,75.52
2022-04-30,196,35,29.35
2021-10-29,366,32,100.17
2021-06-05,375,28,61.3
2021-04-25,176,6,97.52
2021-10-16,33,47,86.28
2022-06-28,375,28,85.42
2021-05-08,125,44,123.6
2021-04-06,215,14,26.22
2022-12-12,338,28,53.8
2022-05-01,173,18,63.76
2021-11-25,86,9,10.76
2021-10-12,275,9,25.69
2022-09-12,186,9,1.71
2022-09-06,271,32,115.93
2022-12-16,200,31,54.19
2022-05-28,124,48,10.92
2021-01-16,486,26,116.51
2021-10-18,410,18,119.73
2022-07-14,145,39,69.77
2022-10-10,217,1,134.02
2021-12-22,492,21,42.9
2022-11-16,231,46,120.8
2022-05-05,460,49,36.64
2022-01-17,312,45,87.62
2021-03-03,468,30,46.7
2021-09-11,395,42,125.27
2022-05-12,272,28,54.37
2021-07-15,491,21,84.05
2021-06-12,387,32,73.17
2022-10-17,452,48,77.07
2021-11-01,221,43,52.92
2022-10-12,1,37,8.71
2021-04-16,387,43,128.7
2021-11-27,25,8,112.01
2022-08-25,406,15,87.72
2021-10-22,25,43,32.9
2021-01-31,316,34,11.87
2021-10-02,237,11,52.61
2021-07-22,196,12,15.2
2021-09-21,438,22,27.75
2022-10-23,294,47,119.52
2022-05-31,425,27,5.24
2022-10-25,88,19,126.84
2022-04-01,377,24,134.28
2022-03-29,298,20,10.62
2022-02-13,480,14,77.92
2022-07-22,461,21,123.62
2021-06-18,433,26,19.05
2021-05-24,329,34,120.6
2021-05-09,328,19,128.43
2022-01-18,55,33,77.08
2021-01-17,474,29,14.33
2022-09-18,216,15,146.76
2022-06-08,220,50,61.41
2022-03-08,392,35,57.32
2021-12-27,22,44,134.27
2022-11-19,261,42,5.83
2022-06-17,37,12,91.81
2022-11-06,166,30,67.03
2022-05-22,287,22,120.98
2021-04-22,122,6,40.11
2021-03-30,246,8,61.28
2022-10-09,364,34,145.43
2022-09-06,383,39,39.8
2021-08-07,362,16,142.55
2022-07-13,226,9,75.72
2021-06-17,398,7,11.44
2021-11-30,494,43,34.37
2021-10-20,190,24,127.54
2021-08-18,419,12,95.88
2021-03-31,155,28,108.47
2021-06-09,13,44,101.62
2021-01-05,36,20,116.4
2022-10-19,4,25,83.33
2022-07-21,497,46,125.95
2021-11-12,48,42,114.42
2021-11-13,107,32,43.64
2022-02-02,480,19,61.62
2022-04-13,119,26,74.43
2021-07-12,425,3,42.6
2022-11-20,67,30,11.59
2021-12-17,268,46,10.29
2022-04-19,151,8,75.45
2021-09-05,42,1,146.64
2021-07-05,260,3,30.87
2021-07-02,258,15,72.01
2021-01-09,367,8,120.04
2021-02-21,423,36,127.5
2022-01-23,339,10,10.26
2022-03-02,273,1,34.72
2021-03-13,338,2,3.57
2022-04-27,330,6,112.78
2022-02-03,468,50,98.25
2021-01-01,272,48,38.08
2022-02-13,203,10,129.2
2021-03-07,181,21,86.05
2021-08-06,487,22,68.34
2021-10-06,375,37,20.87
2021-12-03,272,36,92.4
2022-11-11,154,7,50.08
2022-05-19,325,10,83.93
2021-11-29,434,32,15.66
2022-07-24,373,15,68.52
2021-05-16,490,29,51.1
2022-07-11,317,42,74.31
2022-08-10,163,3,15.74
2022-12-08,105,4,77.14
2021-10-11,251,15,106.4
2021-08-07,98,27,148.56
2022-09-02,95,7,68.41
2022-02-03,464,16,35.33
2022-07-06,457,41,8.01
2022-02-24,227,5,49.3
2022-02-11,394,30,101.62
2022-07-16,27,48,80.31
2021-05-12,244,34,13.28
